ip_address,correlated_partners_count,mean_correlation_score,max_correlation_score,is_correlated_attacker
192.168.11.84,1,0.4823,0.4823,0
192.168.11.96,1,0.4831,0.4831,0
192.168.12.110,1,0.4995,0.4995,0
192.168.12.114,1,0.4817,0.4817,0
192.168.12.129,2,0.477,0.477,0
192.168.12.134,0,0.0,0.0,0
192.168.12.150,1,0.4939,0.4939,0
192.168.12.162,0,0.0,0.0,0
192.168.12.168,3,0.4823,0.4823,0
192.168.12.17,0,0.0,0.0,0
192.168.12.179,1,0.4961,0.4961,0
192.168.12.202,0,0.0,0.0,0
192.168.12.209,1,0.498,0.498,0
192.168.12.211,0,0.0,0.0,0
192.168.12.212,0,0.0,0.0,0
192.168.12.213,1,0.4893,0.4893,0
192.168.12.217,0,0.0,0.0,0
192.168.12.22,0,0.0,0.0,0
192.168.12.240,2,0.4839,0.4839,0
192.168.12.76,0,0.0,0.0,0
192.168.13.111,0,0.0,0.0,0
192.168.13.113,6,0.4814,0.4814,0
192.168.13.180,0,0.0,0.0,0
192.168.13.186,1,0.48,0.48,0
192.168.13.191,0,0.0,0.0,0
192.168.13.192,1,0.4906,0.4906,0
192.168.13.193,1,0.4917,0.4917,0
192.168.13.206,1,0.491,0.491,0
192.168.13.21,0,0.0,0.0,0
192.168.13.231,2,0.4839,0.4839,0
192.168.13.232,0,0.0,0.0,0
192.168.13.241,0,0.0,0.0,0
192.168.13.243,0,0.0,0.0,0
192.168.13.41,4,0.5344,0.6796,1
192.168.13.50,1,0.4848,0.4848,0
192.168.13.51,1,0.4876,0.4876,0
192.168.13.65,6,0.5973,0.8307,1
192.168.14.106,1,0.4821,0.4821,0
192.168.14.139,4,0.4935,0.4935,0
192.168.14.170,3,0.4828,0.4828,0
192.168.14.187,0,0.0,0.0,0
192.168.14.191,1,0.4915,0.4915,0
192.168.14.195,0,0.0,0.0,0
192.168.14.196,0,0.0,0.0,0
192.168.14.201,0,0.0,0.0,0
192.168.14.217,2,0.4998,0.4998,0
192.168.14.247,0,0.0,0.0,0
192.168.14.249,3,0.4844,0.4844,0
192.168.14.254,1,0.4994,0.4994,0
192.168.14.73,0,0.0,0.0,0
192.168.14.79,0,0.0,0.0,0
192.168.14.80,0,0.0,0.0,0
192.168.14.93,0,0.0,0.0,0
192.168.15.116,0,0.0,0.0,0
192.168.15.139,0,0.0,0.0,0
192.168.15.148,0,0.0,0.0,0
192.168.15.169,1,0.4864,0.4864,0
192.168.15.191,1,0.487,0.487,0
192.168.15.24,0,0.0,0.0,0
192.168.15.240,2,0.4832,0.4832,0
192.168.15.5,0,0.0,0.0,0
192.168.15.52,1,0.4888,0.4888,0
192.168.15.59,1,0.4907,0.4907,0
192.168.15.6,2,0.4835,0.4835,0
192.168.15.77,0,0.0,0.0,0
192.168.15.86,0,0.0,0.0,0
192.168.15.96,1,0.4859,0.4859,0
192.168.16.10,2,0.4852,0.4852,0
192.168.16.125,1,0.6646,0.6646,0
192.168.16.133,2,0.4831,0.4831,0
192.168.16.159,1,0.4819,0.4819,0
192.168.16.161,0,0.0,0.0,0
192.168.16.166,0,0.0,0.0,0
192.168.16.183,1,0.4951,0.4951,0
192.168.16.197,6,0.5126,0.6711,1
192.168.16.209,1,0.4804,0.4804,0
192.168.16.216,0,0.0,0.0,0
192.168.16.220,0,0.0,0.0,0
192.168.16.233,0,0.0,0.0,0
192.168.16.77,1,0.6908,0.6908,0
192.168.17.182,0,0.0,0.0,0
192.168.17.194,0,0.0,0.0,0
192.168.17.197,2,0.4849,0.4849,0
192.168.17.208,2,0.4817,0.4817,0
192.168.17.214,0,0.0,0.0,0
192.168.17.218,2,0.4867,0.4867,0
192.168.17.221,0,0.0,0.0,0
192.168.17.227,1,0.4967,0.4967,0
192.168.17.250,1,0.4925,0.4925,0
192.168.17.29,2,0.4759,0.4759,0
192.168.17.30,3,0.479,0.479,0
192.168.17.45,0,0.0,0.0,0
192.168.17.58,1,0.4812,0.4812,0
192.168.17.64,3,0.485,0.485,0
192.168.17.92,0,0.0,0.0,0
192.168.18.112,0,0.0,0.0,0
192.168.18.13,0,0.0,0.0,0
192.168.18.183,3,0.4855,0.4855,0
192.168.18.203,2,0.4869,0.4869,0
192.168.18.217,0,0.0,0.0,0
192.168.18.219,1,0.4888,0.4888,0
192.168.18.221,2,0.4758,0.4758,0
192.168.18.224,0,0.0,0.0,0
192.168.18.230,0,0.0,0.0,0
192.168.18.235,3,0.4833,0.4833,0
192.168.18.252,5,0.4828,0.4828,0
192.168.18.253,1,0.4851,0.4851,0
192.168.18.41,0,0.0,0.0,0
192.168.18.45,0,0.0,0.0,0
192.168.18.54,0,0.0,0.0,0
192.168.18.82,1,0.4785,0.4785,0
192.168.18.85,0,0.0,0.0,0
192.168.19.171,4,0.5301,0.6755,1
192.168.19.182,4,0.4817,0.4817,0
192.168.19.52,0,0.0,0.0,0
192.168.19.68,1,0.4739,0.4739,0
192.168.19.69,1,0.8568,0.8568,0
192.168.19.70,0,0.0,0.0,0
192.168.2.105,1,0.4881,0.4881,0
192.168.2.146,0,0.0,0.0,0
192.168.2.152,1,0.4949,0.4949,0
192.168.2.156,1,0.4897,0.4897,0
192.168.2.157,0,0.0,0.0,0
192.168.2.167,1,0.4846,0.4846,0
192.168.2.27,1,0.4938,0.4938,0
192.168.2.46,2,0.4851,0.4851,0
192.168.2.59,0,0.0,0.0,0
192.168.2.93,2,0.4813,0.4813,0
192.168.20.100,0,0.0,0.0,0
192.168.20.104,1,0.476,0.476,0
192.168.20.114,3,0.4843,0.4843,0
192.168.20.188,1,0.4806,0.4806,0
192.168.20.212,1,0.4797,0.4797,0
192.168.20.230,0,0.0,0.0,0
192.168.20.26,3,0.4865,0.4865,0
192.168.20.45,5,0.4874,0.4874,0
192.168.20.85,0,0.0,0.0,0
192.168.20.86,2,0.4813,0.4813,0
192.168.21.103,5,0.4864,0.4864,0
192.168.21.119,3,0.6031,0.8363,1
192.168.21.142,2,0.486,0.486,0
192.168.21.15,0,0.0,0.0,0
192.168.21.150,0,0.0,0.0,0
192.168.21.151,3,0.4816,0.4816,0
192.168.21.165,1,0.4897,0.4897,0
192.168.21.189,0,0.0,0.0,0
192.168.21.209,1,0.4858,0.4858,0
192.168.21.21,0,0.0,0.0,0
192.168.21.221,0,0.0,0.0,0
192.168.21.253,2,0.4823,0.4823,0
192.168.21.36,1,0.4916,0.4916,0
192.168.21.47,0,0.0,0.0,0
192.168.21.53,0,0.0,0.0,0
192.168.21.98,2,0.4836,0.4836,0
192.168.21.99,1,0.4859,0.4859,0
192.168.22.106,0,0.0,0.0,0
192.168.22.108,2,0.483,0.483,0
192.168.22.13,1,0.4812,0.4812,0
192.168.22.141,1,0.6848,0.6848,0
192.168.22.146,0,0.0,0.0,0
192.168.22.163,3,0.4813,0.4906,0
192.168.22.169,1,0.4799,0.4799,0
192.168.22.17,1,0.4852,0.4852,0
192.168.22.175,1,0.4845,0.4845,0
192.168.22.200,0,0.0,0.0,0
192.168.22.229,1,0.4998,0.4998,0
192.168.22.246,1,0.7997,0.7997,0
192.168.22.248,1,0.4752,0.4752,0
192.168.22.42,1,0.4803,0.4803,0
192.168.22.8,0,0.0,0.0,0
192.168.23.103,0,0.0,0.0,0
192.168.23.120,1,0.5,0.5,0
192.168.23.144,1,0.496,0.496,0
192.168.23.145,1,0.4785,0.4785,0
192.168.23.159,0,0.0,0.0,0
192.168.23.19,4,0.6576,0.8345,1
192.168.23.193,0,0.0,0.0,0
192.168.23.195,1,0.4868,0.4868,0
192.168.23.197,0,0.0,0.0,0
192.168.23.204,0,0.0,0.0,0
192.168.23.205,1,0.4878,0.4878,0
192.168.23.21,0,0.0,0.0,0
192.168.23.213,3,0.561,0.7004,1
192.168.23.225,0,0.0,0.0,0
192.168.23.245,0,0.0,0.0,0
192.168.23.250,1,0.49,0.49,0
192.168.23.32,0,0.0,0.0,0
192.168.23.46,3,0.4798,0.4798,0
192.168.23.82,0,0.0,0.0,0
192.168.24.119,2,0.4759,0.4759,0
192.168.24.121,1,0.4921,0.4921,0
192.168.24.166,1,0.8525,0.8525,0
192.168.24.174,7,0.4802,0.4802,0
192.168.24.18,0,0.0,0.0,0
192.168.24.184,0,0.0,0.0,0
192.168.24.186,1,0.4869,0.4869,0
192.168.24.212,0,0.0,0.0,0
192.168.24.226,0,0.0,0.0,0
192.168.24.232,1,0.4896,0.4896,0
192.168.24.30,2,0.495,0.495,0
192.168.24.63,0,0.0,0.0,0
192.168.24.8,0,0.0,0.0,0
192.168.24.86,0,0.0,0.0,0
192.168.25.108,0,0.0,0.0,0
192.168.25.115,1,0.485,0.485,0
192.168.25.118,0,0.0,0.0,0
192.168.25.119,2,0.4877,0.4877,0
192.168.25.122,0,0.0,0.0,0
192.168.25.128,0,0.0,0.0,0
192.168.25.13,2,0.4815,0.4815,0
192.168.25.130,0,0.0,0.0,0
192.168.25.148,0,0.0,0.0,0
192.168.25.154,2,0.4929,0.4929,0
192.168.25.192,1,0.4833,0.4833,0
192.168.25.209,2,0.4965,0.4965,0
192.168.25.237,0,0.0,0.0,0
192.168.25.244,0,0.0,0.0,0
192.168.25.3,1,0.4798,0.4798,0
192.168.25.49,1,0.4851,0.4851,0
192.168.25.57,1,0.4852,0.4852,0
192.168.25.79,2,0.4761,0.4761,0
192.168.26.113,1,0.4915,0.4915,0
192.168.26.159,2,0.4804,0.4804,0
192.168.26.164,1,0.4821,0.4821,0
192.168.26.179,0,0.0,0.0,0
192.168.26.18,1,0.4548,0.4548,0
192.168.26.198,1,0.4908,0.4908,0
192.168.26.199,1,0.6921,0.6921,0
192.168.26.211,1,0.4831,0.4831,0
192.168.26.213,6,0.4884,0.4884,0
192.168.26.249,1,0.486,0.486,0
192.168.26.46,1,0.4833,0.4833,0
192.168.26.65,0,0.0,0.0,0
192.168.26.68,0,0.0,0.0,0
192.168.26.77,0,0.0,0.0,0
192.168.27.101,0,0.0,0.0,0
192.168.27.135,2,0.4844,0.4844,0
192.168.27.136,1,0.4803,0.4803,0
192.168.27.181,1,0.4838,0.4838,0
192.168.27.182,0,0.0,0.0,0
192.168.27.230,1,0.4876,0.4876,0
192.168.27.233,2,0.4888,0.4888,0
192.168.27.29,1,0.4787,0.4787,0
192.168.27.41,0,0.0,0.0,0
192.168.27.71,3,0.4794,0.4794,0
192.168.27.80,1,0.4852,0.4852,0
192.168.27.97,1,0.4876,0.4876,0
192.168.28.103,0,0.0,0.0,0
192.168.28.122,0,0.0,0.0,0
192.168.28.176,0,0.0,0.0,0
192.168.28.189,7,0.4807,0.4807,0
192.168.28.21,1,0.48,0.48,0
192.168.28.227,0,0.0,0.0,0
192.168.28.24,1,0.688,0.688,0
192.168.28.244,1,0.4765,0.4765,0
192.168.28.246,0,0.0,0.0,0
192.168.28.251,0,0.0,0.0,0
192.168.28.31,2,0.4888,0.4888,0
192.168.28.45,0,0.0,0.0,0
192.168.28.47,0,0.0,0.0,0
192.168.28.6,2,0.6598,0.8336,0
192.168.28.7,1,0.4979,0.4979,0
192.168.28.76,2,0.4834,0.4834,0
192.168.28.89,0,0.0,0.0,0
192.168.29.126,0,0.0,0.0,0
192.168.29.127,0,0.0,0.0,0
192.168.29.150,3,0.6133,0.845,1
192.168.29.151,0,0.0,0.0,0
192.168.29.159,0,0.0,0.0,0
192.168.29.177,0,0.0,0.0,0
192.168.29.200,0,0.0,0.0,0
192.168.29.224,0,0.0,0.0,0
192.168.29.240,0,0.0,0.0,0
192.168.29.35,10,0.556,0.8263,1
192.168.29.39,7,0.5113,0.6873,1
192.168.29.77,4,0.4794,0.4794,0
192.168.3.120,2,0.4912,0.4912,0
192.168.3.130,1,0.4799,0.4799,0
192.168.3.204,0,0.0,0.0,0
192.168.3.205,2,0.6623,0.8331,0
192.168.3.245,4,0.4885,0.4885,0
192.168.3.31,2,0.5728,0.6637,0
192.168.3.32,0,0.0,0.0,0
192.168.3.38,3,0.4822,0.4822,0
192.168.3.80,1,0.4829,0.4829,0
192.168.3.9,7,0.5643,0.8321,1
192.168.3.92,1,0.4893,0.4893,0
192.168.30.116,1,0.4914,0.4914,0
192.168.30.120,0,0.0,0.0,0
192.168.30.130,1,0.4914,0.4914,0
192.168.30.160,1,0.4847,0.4847,0
192.168.30.165,0,0.0,0.0,0
192.168.30.191,2,0.4972,0.4972,0
192.168.30.238,0,0.0,0.0,0
192.168.30.247,1,0.484,0.484,0
192.168.30.30,0,0.0,0.0,0
192.168.30.37,3,0.4723,0.4828,0
192.168.30.64,1,0.4834,0.4834,0
192.168.30.71,0,0.0,0.0,0
192.168.30.98,1,0.4822,0.4822,0
192.168.31.125,2,0.4896,0.4896,0
192.168.31.171,0,0.0,0.0,0
192.168.31.173,0,0.0,0.0,0
192.168.31.186,0,0.0,0.0,0
192.168.31.196,0,0.0,0.0,0
192.168.31.231,0,0.0,0.0,0
192.168.31.238,1,0.4895,0.4895,0
192.168.31.239,0,0.0,0.0,0
192.168.31.35,0,0.0,0.0,0
192.168.31.38,1,0.4808,0.4808,0
192.168.31.43,1,0.4939,0.4939,0
192.168.31.54,1,0.492,0.492,0
192.168.31.88,0,0.0,0.0,0
192.168.32.109,2,0.4846,0.4846,0
192.168.32.113,0,0.0,0.0,0
192.168.32.118,1,0.4838,0.4838,0
192.168.32.126,0,0.0,0.0,0
192.168.32.15,4,0.485,0.485,0
192.168.32.163,4,0.5321,0.6804,1
192.168.32.175,1,0.486,0.486,0
192.168.32.182,0,0.0,0.0,0
192.168.32.226,1,0.4925,0.4925,0
192.168.32.239,1,0.4817,0.4817,0
192.168.32.248,1,0.4787,0.4787,0
192.168.32.44,4,0.4902,0.4902,0
192.168.32.60,0,0.0,0.0,0
192.168.32.8,1,0.4814,0.4814,0
192.168.33.130,1,0.4811,0.4811,0
192.168.33.140,0,0.0,0.0,0
192.168.33.142,1,0.4623,0.4623,0
192.168.33.152,2,0.4854,0.4854,0
192.168.33.220,0,0.0,0.0,0
192.168.33.221,3,0.4863,0.4863,0
192.168.33.254,3,0.4828,0.4828,0
192.168.33.86,5,0.52,0.6792,1
192.168.33.96,1,0.4906,0.4906,0
192.168.34.112,3,0.4844,0.4844,0
192.168.34.118,0,0.0,0.0,0
192.168.34.124,2,0.5902,0.6912,0
192.168.34.170,0,0.0,0.0,0
192.168.34.174,2,0.4978,0.4978,0
192.168.34.178,0,0.0,0.0,0
192.168.34.254,0,0.0,0.0,0
192.168.34.3,0,0.0,0.0,0
192.168.34.54,0,0.0,0.0,0
192.168.34.81,1,0.4918,0.4918,0
192.168.34.85,1,0.8307,0.8307,0
192.168.34.9,0,0.0,0.0,0
192.168.35.102,4,0.4888,0.4888,0
192.168.35.140,1,0.4944,0.4944,0
192.168.35.147,0,0.0,0.0,0
192.168.35.189,0,0.0,0.0,0
192.168.35.196,1,0.8114,0.8114,0
192.168.35.208,1,0.4912,0.4912,0
192.168.35.210,0,0.0,0.0,0
192.168.35.213,1,0.4873,0.4873,0
192.168.35.217,0,0.0,0.0,0
192.168.35.236,0,0.0,0.0,0
192.168.35.33,0,0.0,0.0,0
192.168.35.46,0,0.0,0.0,0
192.168.35.52,0,0.0,0.0,0
192.168.35.63,0,0.0,0.0,0
192.168.35.88,2,0.48,0.48,0
192.168.36.119,0,0.0,0.0,0
192.168.36.13,2,0.4714,0.4714,0
192.168.36.144,1,0.6762,0.6762,0
192.168.36.16,2,0.4877,0.4877,0
192.168.36.190,2,0.4831,0.4831,0
192.168.36.36,0,0.0,0.0,0
192.168.36.41,0,0.0,0.0,0
192.168.36.52,0,0.0,0.0,0
192.168.36.62,0,0.0,0.0,0
192.168.36.72,0,0.0,0.0,0
192.168.36.8,1,0.4746,0.4746,0
192.168.36.83,0,0.0,0.0,0
192.168.37.101,0,0.0,0.0,0
192.168.37.129,1,0.4892,0.4892,0
192.168.37.143,3,0.4881,0.4881,0
192.168.37.184,0,0.0,0.0,0
192.168.37.195,1,0.5471,0.5471,0
192.168.37.201,1,0.4844,0.4844,0
192.168.37.215,0,0.0,0.0,0
192.168.37.237,5,0.4818,0.4818,0
192.168.37.26,0,0.0,0.0,0
192.168.37.50,0,0.0,0.0,0
192.168.37.67,0,0.0,0.0,0
192.168.37.91,1,0.4826,0.4826,0
192.168.38.12,1,0.4792,0.4792,0
192.168.38.138,1,0.4767,0.4767,0
192.168.38.169,0,0.0,0.0,0
192.168.38.179,1,0.4888,0.4888,0
192.168.38.186,0,0.0,0.0,0
192.168.38.187,3,0.4935,0.4935,0
192.168.38.222,0,0.0,0.0,0
192.168.38.229,0,0.0,0.0,0
192.168.38.250,1,0.4834,0.4834,0
192.168.38.253,0,0.0,0.0,0
192.168.38.33,3,0.4853,0.4853,0
192.168.38.7,0,0.0,0.0,0
192.168.38.8,0,0.0,0.0,0
192.168.39.126,1,0.4856,0.4856,0
192.168.39.135,0,0.0,0.0,0
192.168.39.137,0,0.0,0.0,0
192.168.39.142,1,0.4864,0.4864,0
192.168.39.15,0,0.0,0.0,0
192.168.39.155,0,0.0,0.0,0
192.168.39.177,1,0.4856,0.4856,0
192.168.39.182,0,0.0,0.0,0
192.168.39.232,1,0.466,0.466,0
192.168.39.45,0,0.0,0.0,0
192.168.39.53,0,0.0,0.0,0
192.168.39.55,1,0.4766,0.4766,0
192.168.39.84,5,0.4894,0.4894,0
192.168.39.9,4,0.5708,0.8244,1
192.168.39.92,1,0.4843,0.4843,0
192.168.4.131,0,0.0,0.0,0
192.168.4.157,1,0.4823,0.4823,0
192.168.4.174,2,0.4863,0.4863,0
192.168.4.177,1,0.4822,0.4822,0
192.168.4.226,0,0.0,0.0,0
192.168.4.231,0,0.0,0.0,0
192.168.4.39,1,0.4913,0.4913,0
192.168.4.52,0,0.0,0.0,0
192.168.4.55,0,0.0,0.0,0
192.168.4.59,2,0.4882,0.4882,0
192.168.4.70,0,0.0,0.0,0
192.168.4.75,1,0.4792,0.4792,0
192.168.4.83,0,0.0,0.0,0
192.168.4.85,3,0.5939,0.8185,1
192.168.40.10,1,0.4851,0.4851,0
192.168.40.100,1,0.486,0.486,0
192.168.40.136,1,0.4952,0.4952,0
192.168.40.157,1,0.8319,0.8319,0
192.168.40.161,3,0.4837,0.4837,0
192.168.40.171,0,0.0,0.0,0
192.168.40.184,2,0.4777,0.4777,0
192.168.40.235,2,0.4883,0.4883,0
192.168.40.25,0,0.0,0.0,0
192.168.40.253,1,0.4773,0.4773,0
192.168.40.49,0,0.0,0.0,0
192.168.40.86,0,0.0,0.0,0
192.168.40.93,1,0.4846,0.4846,0
192.168.40.98,7,0.5316,0.8248,1
192.168.41.165,2,0.5858,0.6811,0
192.168.41.166,1,0.4892,0.4892,0
192.168.41.182,1,0.4773,0.4773,0
192.168.41.2,0,0.0,0.0,0
192.168.41.233,2,0.4881,0.4881,0
192.168.41.24,1,0.4882,0.4882,0
192.168.41.64,1,0.4788,0.4788,0
192.168.41.67,0,0.0,0.0,0
192.168.42.10,1,0.824,0.824,0
192.168.42.131,1,0.4779,0.4779,0
192.168.42.142,1,0.4978,0.4978,0
192.168.42.160,0,0.0,0.0,0
192.168.42.195,0,0.0,0.0,0
192.168.42.204,0,0.0,0.0,0
192.168.42.249,0,0.0,0.0,0
192.168.42.252,0,0.0,0.0,0
192.168.42.37,0,0.0,0.0,0
192.168.42.46,1,0.4929,0.4929,0
192.168.43.120,5,0.4797,0.4797,0
192.168.43.135,0,0.0,0.0,0
192.168.43.185,2,0.4809,0.4809,0
192.168.43.193,0,0.0,0.0,0
192.168.43.22,1,0.4833,0.4833,0
192.168.43.227,0,0.0,0.0,0
192.168.43.228,4,0.4884,0.4884,0
192.168.43.240,0,0.0,0.0,0
192.168.43.245,1,0.4793,0.4793,0
192.168.43.32,3,0.4852,0.4852,0
192.168.43.38,1,0.686,0.686,0
192.168.43.46,1,0.4841,0.4841,0
192.168.43.47,3,0.4876,0.4876,0
192.168.43.71,1,0.4833,0.4833,0
192.168.43.84,0,0.0,0.0,0
192.168.43.87,0,0.0,0.0,0
192.168.44.107,0,0.0,0.0,0
192.168.44.118,0,0.0,0.0,0
192.168.44.131,4,0.4868,0.4868,0
192.168.44.154,0,0.0,0.0,0
192.168.44.168,1,0.4808,0.4808,0
192.168.44.17,0,0.0,0.0,0
192.168.44.228,1,0.6722,0.6722,0
192.168.44.26,0,0.0,0.0,0
192.168.44.53,2,0.4798,0.4798,0
192.168.44.7,1,0.4864,0.4864,0
192.168.44.71,1,0.472,0.472,0
192.168.44.98,1,0.478,0.478,0
192.168.45.121,6,0.4885,0.4885,0
192.168.45.124,0,0.0,0.0,0
192.168.45.159,1,0.4884,0.4884,0
192.168.45.174,3,0.4881,0.4881,0
192.168.45.178,1,0.4777,0.4777,0
192.168.45.211,0,0.0,0.0,0
192.168.45.226,0,0.0,0.0,0
192.168.45.249,2,0.4866,0.4866,0
192.168.45.31,1,0.4923,0.4923,0
192.168.45.46,1,0.4824,0.4824,0
192.168.45.54,2,0.4856,0.4856,0
192.168.45.57,0,0.0,0.0,0
192.168.45.58,5,0.4876,0.4876,0
192.168.46.10,1,0.8429,0.8429,0
192.168.46.113,1,0.4909,0.4909,0
192.168.46.122,1,0.484,0.484,0
192.168.46.142,1,0.4961,0.4961,0
192.168.46.144,0,0.0,0.0,0
192.168.46.20,4,0.5268,0.6672,1
192.168.46.215,0,0.0,0.0,0
192.168.46.233,1,0.4856,0.4856,0
192.168.46.253,0,0.0,0.0,0
192.168.46.29,0,0.0,0.0,0
192.168.46.32,0,0.0,0.0,0
192.168.46.40,2,0.4847,0.4847,0
192.168.46.52,0,0.0,0.0,0
192.168.46.54,1,0.4834,0.4834,0
192.168.46.76,0,0.0,0.0,0
192.168.47.104,2,0.4838,0.4838,0
192.168.47.109,1,0.4863,0.4863,0
192.168.47.125,0,0.0,0.0,0
192.168.47.151,0,0.0,0.0,0
192.168.47.154,0,0.0,0.0,0
192.168.47.166,0,0.0,0.0,0
192.168.47.179,1,0.4961,0.4961,0
192.168.47.209,0,0.0,0.0,0
192.168.47.215,0,0.0,0.0,0
192.168.47.234,0,0.0,0.0,0
192.168.47.237,0,0.0,0.0,0
192.168.47.241,1,0.4906,0.4906,0
192.168.47.254,1,0.483,0.483,0
192.168.47.33,0,0.0,0.0,0
192.168.47.35,0,0.0,0.0,0
192.168.47.59,0,0.0,0.0,0
192.168.47.76,2,0.4887,0.4887,0
192.168.48.10,0,0.0,0.0,0
192.168.48.143,0,0.0,0.0,0
192.168.48.148,0,0.0,0.0,0
192.168.48.167,0,0.0,0.0,0
192.168.48.171,0,0.0,0.0,0
192.168.48.176,0,0.0,0.0,0
192.168.48.193,0,0.0,0.0,0
192.168.48.198,0,0.0,0.0,0
192.168.48.2,2,0.485,0.485,0
192.168.48.207,4,0.4816,0.4816,0
192.168.48.217,1,0.479,0.479,0
192.168.48.222,0,0.0,0.0,0
192.168.48.234,0,0.0,0.0,0
192.168.48.236,1,0.8342,0.8342,0
192.168.48.246,4,0.491,0.491,0
192.168.48.25,1,0.4862,0.4862,0
192.168.48.32,2,0.4903,0.4989,0
192.168.48.36,8,0.5129,0.6845,1
192.168.48.39,0,0.0,0.0,0
192.168.48.54,8,0.5229,0.8236,1
192.168.49.100,1,0.4967,0.4967,0
192.168.49.103,2,0.487,0.487,0
192.168.49.106,6,0.5388,0.8305,1
192.168.49.131,3,0.4737,0.4737,0
192.168.49.135,3,0.4873,0.4873,0
192.168.49.184,3,0.6645,0.8274,1
192.168.49.20,0,0.0,0.0,0
192.168.49.202,2,0.4719,0.4719,0
192.168.49.225,3,0.4833,0.4833,0
192.168.49.230,2,0.6507,0.8245,0
192.168.49.233,3,0.4781,0.4781,0
192.168.49.253,0,0.0,0.0,0
192.168.49.27,0,0.0,0.0,0
192.168.49.29,2,0.4792,0.4792,0
192.168.49.30,1,0.6815,0.6815,0
192.168.49.36,2,0.4866,0.4866,0
192.168.49.60,0,0.0,0.0,0
192.168.49.61,0,0.0,0.0,0
192.168.49.64,0,0.0,0.0,0
192.168.49.67,1,0.4621,0.4621,0
192.168.49.90,1,0.486,0.486,0
192.168.49.92,3,0.4903,0.4903,0
192.168.49.98,3,0.4848,0.4848,0
192.168.5.108,1,0.8341,0.8341,0
192.168.5.110,0,0.0,0.0,0
192.168.5.114,0,0.0,0.0,0
192.168.5.126,0,0.0,0.0,0
192.168.5.135,0,0.0,0.0,0
192.168.5.15,0,0.0,0.0,0
192.168.5.201,0,0.0,0.0,0
192.168.5.215,2,0.497,0.497,0
192.168.5.240,0,0.0,0.0,0
192.168.5.43,2,0.4846,0.4846,0
192.168.5.72,0,0.0,0.0,0
192.168.5.77,0,0.0,0.0,0
192.168.5.88,2,0.4871,0.4871,0
192.168.5.91,0,0.0,0.0,0
192.168.50.119,3,0.5529,0.6836,1
192.168.50.136,0,0.0,0.0,0
192.168.50.142,0,0.0,0.0,0
192.168.50.157,1,0.49,0.49,0
192.168.50.180,1,0.4864,0.4864,0
192.168.50.207,0,0.0,0.0,0
192.168.50.215,0,0.0,0.0,0
192.168.50.222,2,0.4858,0.4858,0
192.168.50.23,1,0.4903,0.4903,0
192.168.50.241,2,0.4923,0.4923,0
192.168.50.49,0,0.0,0.0,0
192.168.50.60,0,0.0,0.0,0
192.168.50.72,3,0.4845,0.4845,0
192.168.50.77,1,0.4775,0.4775,0
192.168.50.81,2,0.4792,0.4792,0
192.168.6.142,1,0.4918,0.4918,0
192.168.6.200,0,0.0,0.0,0
192.168.6.224,0,0.0,0.0,0
192.168.6.237,2,0.6648,0.841,0
192.168.6.244,1,0.486,0.486,0
192.168.6.250,7,0.5108,0.6797,1
192.168.6.32,2,0.6561,0.829,0
192.168.6.71,3,0.4826,0.4826,0
192.168.6.81,0,0.0,0.0,0
192.168.6.9,0,0.0,0.0,0
192.168.6.90,1,0.4862,0.4862,0
192.168.7.103,1,0.4789,0.4789,0
192.168.7.128,0,0.0,0.0,0
192.168.7.148,1,0.4846,0.4846,0
192.168.7.162,0,0.0,0.0,0
192.168.7.18,0,0.0,0.0,0
192.168.7.201,0,0.0,0.0,0
192.168.7.215,5,0.4754,0.4754,0
192.168.7.223,0,0.0,0.0,0
192.168.7.31,2,0.4914,0.4914,0
192.168.7.38,3,0.6627,0.8285,1
192.168.7.57,0,0.0,0.0,0
192.168.7.71,0,0.0,0.0,0
192.168.8.10,0,0.0,0.0,0
192.168.8.115,0,0.0,0.0,0
192.168.8.121,0,0.0,0.0,0
192.168.8.124,2,0.4785,0.4785,0
192.168.8.14,0,0.0,0.0,0
192.168.8.141,0,0.0,0.0,0
192.168.8.147,1,0.4831,0.4831,0
192.168.8.176,1,0.68,0.68,0
192.168.8.179,2,0.4869,0.4869,0
192.168.8.19,0,0.0,0.0,0
192.168.8.203,0,0.0,0.0,0
192.168.8.22,0,0.0,0.0,0
192.168.8.220,0,0.0,0.0,0
192.168.8.221,1,0.4737,0.4737,0
192.168.8.222,1,0.4845,0.4845,0
192.168.8.234,0,0.0,0.0,0
192.168.8.236,0,0.0,0.0,0
192.168.8.239,1,0.4701,0.4701,0
192.168.8.24,0,0.0,0.0,0
192.168.8.3,1,0.4794,0.4794,0
192.168.8.38,0,0.0,0.0,0
192.168.8.44,1,0.4814,0.4814,0
192.168.8.50,2,0.4848,0.4848,0
192.168.8.58,2,0.4799,0.4799,0
192.168.8.87,4,0.4814,0.4814,0
192.168.9.101,0,0.0,0.0,0
192.168.9.102,0,0.0,0.0,0
192.168.9.103,2,0.4864,0.4864,0
192.168.9.111,3,0.4839,0.4839,0
192.168.9.128,4,0.5361,0.6804,1
192.168.9.137,0,0.0,0.0,0
192.168.9.166,0,0.0,0.0,0
192.168.9.170,1,0.4848,0.4848,0
192.168.9.184,1,0.8399,0.8399,0
192.168.9.191,0,0.0,0.0,0
192.168.9.239,0,0.0,0.0,0
