ip_1,ip_2,shared_targets_count,jaccard_overlap,timing_similarity,ua_similarity,endpoint_similarity,failure_similarity,composite_score
103.144.64.63,103.63.112.65,3,0.1875,0.9576,1.0,1.0,0.875,0.9509
103.171.92.250,103.19.189.37,3,0.1875,0.9576,1.0,1.0,0.875,0.9509
103.19.189.37,103.212.78.137,3,0.1875,0.9565,1.0,1.0,0.875,0.9507
185.42.2.105,185.78.105.29,3,0.1765,0.9569,1.0,1.0,1.0,0.9502
103.213.164.244,103.39.167.123,2,0.1818,0.9094,1.0,1.0,1.0,0.9501
185.113.179.151,185.217.217.13,2,0.1818,0.909,1.0,1.0,1.0,0.95
103.113.98.112,103.192.222.134,3,0.1875,0.9652,1.0,1.0,0.8571,0.9497
185.134.224.144,185.54.92.42,3,0.2308,0.9345,1.0,1.0,0.75,0.9494
185.127.163.234,185.174.131.242,2,0.2,0.8949,1.0,1.0,0.8,0.949
103.150.83.197,103.88.86.126,2,0.2,0.8698,1.0,1.0,0.8333,0.949
185.102.224.81,185.208.14.213,3,0.1765,0.948,1.0,1.0,1.0,0.9484
103.216.203.198,103.73.237.136,3,0.1765,0.9472,1.0,1.0,1.0,0.9483
103.170.176.59,103.47.113.12,4,0.1739,0.9699,1.0,1.0,1.0,0.9483
103.144.12.66,103.50.137.154,3,0.1765,0.9468,1.0,1.0,1.0,0.9482
185.185.63.8,185.225.114.74,3,0.1875,0.9153,1.0,1.0,0.9111,0.9479
185.122.92.122,185.193.95.46,3,0.1765,0.9441,1.0,1.0,1.0,0.9476
103.122.18.126,103.162.168.7,3,0.1765,0.9429,1.0,1.0,1.0,0.9474
185.117.155.174,185.225.60.214,2,0.2,0.9238,1.0,1.0,0.75,0.9473
185.120.230.46,185.216.72.51,2,0.2,0.8854,1.0,1.0,0.8,0.9471
103.107.21.200,103.196.203.250,2,0.1818,0.8924,1.0,1.0,1.0,0.9467
185.151.101.50,185.180.176.122,2,0.1818,0.8924,1.0,1.0,1.0,0.9467
185.137.235.20,185.193.212.137,3,0.1875,0.9254,1.0,1.0,0.8889,0.9465
185.190.155.244,185.215.93.181,3,0.1765,0.9374,1.0,1.0,1.0,0.9463
185.235.57.115,185.52.113.67,3,0.3333,0.838,1.0,1.0,0.8571,0.9462
103.16.250.117,103.74.83.178,2,0.1818,0.8899,1.0,1.0,1.0,0.9462
103.115.196.163,103.217.116.248,3,0.1765,0.9989,1.0,1.0,0.9167,0.9461
185.168.91.211,185.217.217.13,2,0.2857,0.7287,1.0,1.0,1.0,0.9457
185.168.124.145,185.67.113.173,2,0.1818,0.8857,1.0,1.0,1.0,0.9453
185.206.157.62,185.99.177.93,3,0.2,0.8015,1.0,1.0,0.9,0.9453
185.123.239.128,185.225.114.74,3,0.2,0.8087,1.0,1.0,0.8889,0.9451
103.133.160.187,103.202.79.181,2,0.1818,0.9909,1.0,1.0,0.8571,0.9449
103.69.176.7,103.83.238.205,2,0.1818,0.882,1.0,1.0,1.0,0.9446
185.114.205.173,185.25.22.138,2,0.1818,0.8814,1.0,1.0,1.0,0.9445
185.117.155.174,185.170.154.23,3,0.2143,0.7217,1.0,1.0,1.0,0.9443
185.134.139.250,185.59.129.57,3,0.2143,0.7946,1.0,1.0,0.9028,0.9443
103.144.148.160,103.166.117.46,3,0.1875,0.936,1.0,1.0,0.8571,0.9439
185.123.253.125,185.195.179.177,2,0.1818,0.8785,1.0,1.0,1.0,0.9439
103.144.165.225,103.23.228.112,3,0.1765,0.9237,1.0,1.0,1.0,0.9436
185.134.224.144,185.63.17.94,3,0.2143,0.9015,1.0,1.0,0.75,0.9428
103.56.81.141,103.69.182.75,3,0.1765,0.9724,1.0,1.0,0.9286,0.9426
185.151.101.50,185.93.143.185,2,0.1818,0.9969,1.0,1.0,0.8333,0.9426
103.32.220.155,103.94.135.106,4,0.1818,0.987,1.0,1.0,0.8462,0.9425
185.107.45.182,185.117.155.174,2,0.1818,0.8699,1.0,1.0,1.0,0.9422
103.214.10.166,103.58.143.99,3,0.1765,0.9656,1.0,1.0,0.934,0.942
103.123.46.79,103.196.197.247,2,0.1818,0.9759,1.0,1.0,0.8571,0.9419
103.52.147.156,103.70.185.114,4,0.1818,0.9255,1.0,1.0,0.9231,0.9417
185.190.155.244,185.74.236.130,3,0.1765,0.9887,1.0,1.0,0.9,0.9416
185.128.55.132,185.71.48.172,2,0.2,0.9577,1.0,1.0,0.6667,0.9415
103.103.101.47,103.213.54.202,3,0.1667,0.9993,1.0,1.0,1.0,0.9415
185.172.217.254,185.213.252.147,2,0.1667,0.9989,1.0,1.0,1.0,0.9414
103.197.207.148,103.209.72.120,3,0.1765,0.9661,1.0,1.0,0.9286,0.9413
103.189.85.232,103.44.29.219,3,0.1667,0.9962,1.0,1.0,1.0,0.9409
103.241.81.141,103.79.52.86,2,0.1818,0.988,1.0,1.0,0.8333,0.9408
103.246.194.196,103.46.197.224,2,0.1667,0.9954,1.0,1.0,1.0,0.9407
103.101.29.221,103.44.22.36,3,0.1667,0.9946,1.0,1.0,1.0,0.9406
185.34.38.82,185.93.143.185,2,0.2,0.8282,1.0,1.0,0.8333,0.9406
185.145.233.177,185.31.17.78,3,0.1765,0.9838,1.0,1.0,0.9,0.9406
185.191.246.23,185.235.114.58,2,0.1667,0.9943,1.0,1.0,1.0,0.9405
185.123.253.125,185.149.85.166,2,0.1667,0.9936,1.0,1.0,1.0,0.9404
185.190.204.40,185.75.184.50,2,0.1667,0.9936,1.0,1.0,1.0,0.9404
103.115.57.191,103.46.221.230,3,0.1765,0.9824,1.0,1.0,0.9,0.9403
103.152.138.5,103.227.82.67,2,0.1818,0.9846,1.0,1.0,0.8333,0.9401
103.200.15.214,103.241.171.198,2,0.1667,0.992,1.0,1.0,1.0,0.9401
185.131.223.67,185.215.4.136,2,0.1667,0.9916,1.0,1.0,1.0,0.94
185.192.27.102,185.76.201.240,2,0.1818,0.8586,1.0,1.0,1.0,0.9399
185.173.191.93,185.213.138.2,2,0.1667,0.9911,1.0,1.0,1.0,0.9399
103.166.232.44,103.231.138.230,3,0.1765,0.9876,1.0,1.0,0.8889,0.9397
103.39.19.230,103.96.237.173,3,0.1765,0.904,1.0,1.0,1.0,0.9396
103.154.140.55,103.229.252.193,2,0.1667,0.9891,1.0,1.0,1.0,0.9395
103.226.111.157,103.95.17.31,2,0.1667,0.9887,1.0,1.0,1.0,0.9394
185.172.134.196,185.45.210.149,2,0.1818,0.8559,1.0,1.0,1.0,0.9394
103.130.233.236,103.166.139.148,3,0.1765,0.9707,1.0,1.0,0.9091,0.9393
103.134.30.152,103.95.210.51,2,0.1667,0.9878,1.0,1.0,1.0,0.9392
103.135.221.56,103.219.112.107,3,0.1667,0.9946,1.0,1.0,0.9909,0.9392
185.128.71.14,185.36.49.229,2,0.1667,0.9875,1.0,1.0,1.0,0.9392
103.16.250.117,103.187.206.29,2,0.1818,0.8553,1.0,1.0,1.0,0.9392
185.36.239.246,185.51.65.126,2,0.1667,0.9866,1.0,1.0,1.0,0.939
185.30.22.84,185.45.210.149,2,0.1667,0.9861,1.0,1.0,1.0,0.9389
185.131.223.67,185.150.72.38,2,0.1667,0.9863,1.0,1.0,1.0,0.9389
103.192.222.134,103.246.210.60,3,0.1765,0.994,1.0,1.0,0.875,0.9389
185.110.252.98,185.123.32.60,2,0.1667,0.9854,1.0,1.0,1.0,0.9387
185.133.190.107,185.138.225.178,2,0.1818,0.8524,1.0,1.0,1.0,0.9387
103.106.197.141,103.129.168.242,2,0.2,0.9432,1.0,1.0,0.6667,0.9386
185.171.70.194,185.193.22.31,2,0.2,0.9739,1.0,1.0,0.625,0.9385
185.232.49.204,185.30.22.84,2,0.1818,0.959,1.0,1.0,0.8571,0.9385
185.215.93.181,185.48.188.123,3,0.2727,0.8795,1.0,1.0,0.75,0.9384
185.215.4.136,185.98.33.54,2,0.1667,0.9836,1.0,1.0,1.0,0.9384
103.133.160.187,103.55.41.172,3,0.1875,0.8454,1.0,1.0,0.9404,0.9383
185.213.235.36,185.24.123.90,2,0.1818,0.8506,1.0,1.0,1.0,0.9383
103.139.9.109,103.214.10.166,4,0.1739,0.9764,1.0,1.0,0.9231,0.9381
103.232.112.4,103.60.129.248,3,0.1765,0.8966,1.0,1.0,1.0,0.9381
185.23.173.126,185.36.239.246,2,0.1818,0.972,1.0,1.0,0.8333,0.9376
103.137.219.128,103.66.227.76,2,0.1818,0.9542,1.0,1.0,0.8571,0.9376
185.169.78.127,185.215.4.136,2,0.2,0.7936,1.0,1.0,0.8571,0.9373
185.163.158.177,185.195.179.177,2,0.1667,0.9778,1.0,1.0,1.0,0.9372
103.198.212.98,103.32.86.120,3,0.1667,0.9778,1.0,1.0,1.0,0.9372
185.34.233.171,185.54.92.42,2,0.1667,0.9774,1.0,1.0,1.0,0.9371
103.195.174.81,103.21.11.254,3,0.1667,0.9766,1.0,1.0,1.0,0.937
103.10.186.9,103.49.194.187,2,0.1667,0.9765,1.0,1.0,1.0,0.937
103.248.223.31,103.42.131.27,3,0.1667,0.9755,1.0,1.0,1.0,0.9368
185.128.71.14,185.57.91.73,2,0.1667,0.9749,1.0,1.0,1.0,0.9366
185.123.253.125,185.55.210.114,2,0.1818,0.8416,1.0,1.0,1.0,0.9365
185.209.140.250,185.51.65.126,2,0.1667,0.9737,1.0,1.0,1.0,0.9364
185.133.189.166,185.163.190.119,3,0.1765,0.8881,1.0,1.0,1.0,0.9364
185.61.137.78,185.61.207.187,2,0.1667,0.9726,1.0,1.0,1.0,0.9362
185.54.92.42,185.69.150.135,2,0.1667,0.9726,1.0,1.0,1.0,0.9362
103.122.18.126,103.163.154.2,3,0.1667,0.9721,1.0,1.0,1.0,0.9361
103.26.206.52,103.34.117.80,3,0.1765,0.9689,1.0,1.0,0.8889,0.9359
103.18.251.10,103.183.230.84,2,0.1667,0.9705,1.0,1.0,1.0,0.9358
103.116.46.42,103.13.45.162,3,0.1667,0.9691,1.0,1.0,1.0,0.9355
185.203.219.110,185.86.42.149,3,0.1765,0.9579,1.0,1.0,0.9,0.9354
185.109.8.24,185.126.249.175,2,0.1818,0.836,1.0,1.0,1.0,0.9354
103.190.163.1,103.196.203.250,2,0.1667,0.968,1.0,1.0,1.0,0.9353
185.114.48.53,185.92.117.154,2,0.1667,0.9675,1.0,1.0,1.0,0.9352
185.110.252.98,185.57.217.192,2,0.1818,0.8351,1.0,1.0,1.0,0.9352
103.141.182.241,103.162.240.211,3,0.1667,0.9663,1.0,1.0,1.0,0.9349
185.20.40.68,185.200.76.122,2,0.1818,0.941,1.0,1.0,0.8571,0.9349
185.151.101.50,185.71.48.172,2,0.1818,0.8334,1.0,1.0,1.0,0.9349
103.21.27.190,103.26.249.39,2,0.1667,0.9656,1.0,1.0,1.0,0.9348
185.146.30.99,185.70.28.9,2,0.1818,0.9574,1.0,1.0,0.8333,0.9347
103.163.154.2,103.72.226.141,3,0.1667,0.9651,1.0,1.0,1.0,0.9347
185.102.224.81,185.51.120.29,3,0.1765,0.9538,1.0,1.0,0.9,0.9346
185.114.99.96,185.208.14.213,2,0.1667,0.9644,1.0,1.0,1.0,0.9345
185.167.5.217,185.219.125.106,2,0.2222,0.9935,1.0,1.0,0.5714,0.9344
103.143.28.116,103.166.241.191,3,0.1667,0.9635,1.0,1.0,1.0,0.9344
103.104.231.141,103.107.21.200,2,0.1667,0.9639,1.0,1.0,1.0,0.9344
103.126.192.149,103.95.90.226,3,0.1875,0.8485,1.0,1.0,0.9102,0.9344
185.213.138.2,185.54.8.26,2,0.1667,0.9632,1.0,1.0,1.0,0.9343
185.135.125.129,185.190.38.205,3,0.1765,0.952,1.0,1.0,0.9,0.9342
103.72.141.41,103.89.199.84,3,0.1667,0.9628,1.0,1.0,1.0,0.9342
185.109.91.42,185.161.30.79,2,0.1667,0.9627,1.0,1.0,1.0,0.9342
185.141.89.108,185.239.18.230,3,0.25,0.8372,1.0,1.0,0.7778,0.9341
103.146.248.214,103.229.66.4,4,0.1739,0.9561,1.0,1.0,0.9231,0.934
103.12.173.3,103.241.194.163,3,0.1667,0.9616,1.0,1.0,1.0,0.934
103.166.232.44,103.34.117.80,3,0.1765,0.957,1.0,1.0,0.8889,0.9336
185.215.25.154,185.63.17.94,2,0.1667,0.9599,1.0,1.0,1.0,0.9336
185.67.113.173,185.93.143.185,2,0.1818,0.9516,1.0,1.0,0.8333,0.9335
103.112.146.235,103.214.124.232,3,0.1667,0.9591,1.0,1.0,1.0,0.9335
103.171.122.149,103.56.227.157,3,0.1667,0.9591,1.0,1.0,1.0,0.9335
185.45.210.149,185.66.250.45,2,0.1667,0.9588,1.0,1.0,1.0,0.9334
185.133.190.107,185.178.237.42,2,0.2222,0.8539,1.0,1.0,0.75,0.9333
103.200.15.214,103.49.194.187,2,0.1667,0.957,1.0,1.0,1.0,0.9331
185.195.179.177,185.197.210.31,2,0.1667,0.9568,1.0,1.0,1.0,0.933
185.115.132.188,185.234.109.186,2,0.1667,0.9568,1.0,1.0,1.0,0.933
185.235.141.114,185.69.150.135,2,0.1667,0.9563,1.0,1.0,1.0,0.9329
103.230.161.19,103.246.210.60,3,0.1667,0.9911,1.0,1.0,0.9519,0.9327
103.187.206.29,103.244.89.254,2,0.1818,0.8218,1.0,1.0,1.0,0.9325
185.234.109.186,185.76.201.240,2,0.1667,0.954,1.0,1.0,1.0,0.9325
103.104.231.141,103.115.62.241,2,0.1818,0.8214,1.0,1.0,1.0,0.9325
103.182.118.180,103.246.12.14,2,0.1818,0.8212,1.0,1.0,1.0,0.9324
103.170.137.216,103.49.25.10,2,0.1818,0.8212,1.0,1.0,1.0,0.9324
185.237.182.122,185.52.113.67,2,0.1667,0.9534,1.0,1.0,1.0,0.9323
103.111.227.78,103.199.170.246,2,0.1667,0.9523,1.0,1.0,1.0,0.9321
185.163.182.9,185.180.6.76,2,0.1667,0.9835,1.0,1.0,0.9583,0.9321
185.190.3.194,185.93.246.245,2,0.2,0.7522,1.0,1.0,0.875,0.9317
103.152.167.19,103.24.236.198,3,0.1667,0.9502,1.0,1.0,1.0,0.9317
103.213.31.189,103.225.107.40,3,0.1667,0.9495,1.0,1.0,1.0,0.9316
103.189.167.34,103.237.195.117,3,0.1667,0.9495,1.0,1.0,1.0,0.9316
185.30.22.84,185.54.92.42,2,0.1667,0.947,1.0,1.0,1.0,0.9311
103.186.180.115,103.33.5.123,3,0.1765,0.8613,1.0,1.0,1.0,0.9311
185.206.157.62,185.69.150.135,2,0.1667,0.9472,1.0,1.0,1.0,0.9311
103.107.21.200,103.237.12.27,2,0.1667,0.946,1.0,1.0,1.0,0.9309
185.237.115.174,185.70.28.9,2,0.1818,0.9371,1.0,1.0,0.8333,0.9306
103.243.174.78,103.32.13.28,2,0.1667,0.9761,1.0,1.0,0.9583,0.9306
185.25.75.49,185.34.156.165,2,0.1667,0.9441,1.0,1.0,1.0,0.9305
185.215.4.136,185.24.199.124,2,0.1667,0.9438,1.0,1.0,1.0,0.9304
103.130.35.32,103.91.198.113,2,0.1667,0.9436,1.0,1.0,1.0,0.9304
185.190.155.244,185.86.42.149,3,0.1765,0.9329,1.0,1.0,0.9,0.9304
103.123.239.91,103.40.55.207,4,0.1667,0.9967,1.0,1.0,0.9286,0.9303
185.123.32.60,185.215.4.136,2,0.1667,0.9425,1.0,1.0,1.0,0.9302
185.161.105.75,185.234.109.186,2,0.25,0.8378,1.0,1.0,0.75,0.9301
103.227.82.67,103.92.91.230,3,0.1667,0.9418,1.0,1.0,1.0,0.93
103.204.253.139,103.82.222.8,2,0.1818,0.9154,1.0,1.0,0.8571,0.9298
103.37.147.187,103.93.129.179,2,0.1667,0.9392,1.0,1.0,1.0,0.9295
103.111.227.78,103.65.158.165,2,0.1667,0.9385,1.0,1.0,1.0,0.9294
185.193.22.31,185.216.161.47,2,0.1667,0.9687,1.0,1.0,0.9583,0.9292
185.190.155.244,185.231.217.176,2,0.1667,0.9374,1.0,1.0,1.0,0.9291
103.166.117.46,103.35.203.217,3,0.1765,0.8512,1.0,1.0,1.0,0.9291
103.150.17.75,103.210.78.90,2,0.1667,0.9365,1.0,1.0,1.0,0.929
185.109.79.251,185.228.31.57,2,0.1818,0.9107,1.0,1.0,0.8571,0.9289
185.206.157.62,185.223.169.132,2,0.1667,0.9348,1.0,1.0,1.0,0.9286
103.121.104.217,103.203.53.17,3,0.1765,0.8483,1.0,1.0,1.0,0.9285
185.128.71.14,185.98.33.54,2,0.1667,0.9342,1.0,1.0,1.0,0.9285
185.197.208.251,185.56.102.103,2,0.1667,0.9342,1.0,1.0,1.0,0.9285
185.133.87.177,185.205.26.237,2,0.1818,0.8012,1.0,1.0,1.0,0.9284
103.241.121.147,103.54.67.201,3,0.1667,0.9338,1.0,1.0,1.0,0.9284
103.124.98.174,103.68.200.29,3,0.1765,0.9158,1.0,1.0,0.9091,0.9283
185.36.96.89,185.76.201.240,2,0.1818,0.9505,1.0,1.0,0.8,0.9283
103.237.12.27,103.38.47.200,2,0.1667,0.9308,1.0,1.0,1.0,0.9278
185.216.38.243,185.25.75.49,2,0.1818,0.983,1.0,1.0,0.75,0.9273
185.174.53.151,185.30.36.174,2,0.1818,0.9617,1.0,1.0,0.7778,0.9272
103.128.103.152,103.99.10.38,2,0.1818,0.7948,1.0,1.0,1.0,0.9271
185.190.82.251,185.212.43.140,2,0.1667,0.9268,1.0,1.0,1.0,0.927
185.147.60.161,185.183.235.70,2,0.1667,0.9262,1.0,1.0,1.0,0.9269
103.109.126.122,103.57.230.29,2,0.1818,0.9181,1.0,1.0,0.8333,0.9268
103.145.251.25,103.54.233.152,2,0.1818,0.7928,1.0,1.0,1.0,0.9267
103.199.39.169,103.33.185.129,3,0.1667,0.9872,1.0,1.0,0.9167,0.9266
103.167.145.128,103.245.179.120,3,0.1765,0.9886,1.0,1.0,0.8,0.9265
185.206.157.62,185.239.18.230,2,0.1667,0.9242,1.0,1.0,1.0,0.9265
185.128.177.196,185.70.28.9,2,0.1667,0.9542,1.0,1.0,0.9583,0.9263
103.186.181.231,103.78.206.26,4,0.1667,0.923,1.0,1.0,1.0,0.9263
103.54.67.201,103.91.183.98,4,0.1667,0.9234,1.0,1.0,1.0,0.9263
185.187.166.202,185.34.233.171,2,0.1667,0.9226,1.0,1.0,1.0,0.9262
103.133.99.17,103.69.98.175,3,0.1667,0.9229,1.0,1.0,1.0,0.9262
103.123.130.7,103.167.145.128,3,0.1875,0.8889,1.0,1.0,0.8,0.9259
185.46.190.237,185.90.29.179,2,0.1818,0.8714,1.0,1.0,0.8889,0.9258
185.108.38.96,185.112.25.137,2,0.1667,0.9203,1.0,1.0,1.0,0.9257
185.197.210.31,185.55.210.114,2,0.1667,0.9199,1.0,1.0,1.0,0.9256
185.164.187.233,185.24.199.124,2,0.1667,0.9196,1.0,1.0,1.0,0.9256
185.158.239.34,185.208.80.176,3,0.1875,0.8194,1.0,1.0,0.8889,0.9253
185.147.60.161,185.161.180.194,2,0.1667,0.9175,1.0,1.0,1.0,0.9252
185.54.8.26,185.93.246.245,2,0.1818,0.8787,1.0,1.0,0.875,0.9252
185.123.32.60,185.216.38.243,2,0.1818,0.9719,1.0,1.0,0.75,0.9251
185.228.31.57,185.232.49.204,2,0.1818,0.8919,1.0,1.0,0.8571,0.9251
172.16.12.20,172.16.6.207,1,0.5,1.0,1.0,1.0,0.5,0.925
172.16.26.96,172.16.29.111,1,0.5,1.0,1.0,1.0,0.5,0.925
185.107.236.234,185.112.102.38,2,0.1818,0.9091,1.0,1.0,0.8333,0.925
172.16.10.47,172.16.6.207,1,0.5,1.0,1.0,1.0,0.5,0.925
172.16.18.39,172.16.5.85,1,0.5,1.0,1.0,1.0,0.5,0.925
103.144.54.179,103.211.101.38,2,0.1667,0.9471,1.0,1.0,0.9583,0.9248
103.162.169.229,103.28.166.5,3,0.1667,0.9155,1.0,1.0,1.0,0.9248
185.51.168.171,185.92.117.154,2,0.1667,0.9156,1.0,1.0,1.0,0.9248
103.149.55.170,103.161.101.161,4,0.1739,0.9051,1.0,1.0,0.9286,0.9247
185.55.210.114,185.75.184.50,2,0.1667,0.9152,1.0,1.0,1.0,0.9247
103.118.142.210,103.87.187.201,2,0.2,0.9982,1.0,1.0,0.5,0.9246
185.203.219.110,185.217.217.13,2,0.1667,0.914,1.0,1.0,1.0,0.9245
103.108.229.177,103.205.249.4,3,0.1667,0.9139,1.0,1.0,1.0,0.9244
103.232.52.97,103.60.125.102,3,0.1579,0.99,1.0,1.0,1.0,0.9243
103.175.94.73,103.39.181.116,3,0.1579,0.9895,1.0,1.0,1.0,0.9242
185.215.25.154,185.61.207.187,2,0.1667,0.9119,1.0,1.0,1.0,0.924
103.172.139.205,103.33.209.206,3,0.1667,0.9869,1.0,1.0,0.9,0.924
103.123.46.79,103.185.165.182,2,0.1667,0.9097,1.0,1.0,1.0,0.9236
103.197.224.135,103.53.147.14,3,0.1579,0.9864,1.0,1.0,1.0,0.9236
185.137.78.146,185.192.27.102,2,0.1667,0.9099,1.0,1.0,1.0,0.9236
103.191.246.31,103.237.204.91,2,0.1667,0.9095,1.0,1.0,1.0,0.9236
103.42.9.178,103.96.252.97,3,0.1667,0.9089,1.0,1.0,1.0,0.9234
103.46.197.224,103.59.85.214,2,0.1667,0.908,1.0,1.0,1.0,0.9233
103.129.146.34,103.22.141.103,4,0.1818,0.8816,1.0,1.0,0.8571,0.9231
185.125.149.88,185.92.117.154,2,0.1818,0.8576,1.0,1.0,0.8889,0.923
103.171.92.250,103.235.125.21,3,0.1667,0.9055,1.0,1.0,1.0,0.9228
103.178.122.117,103.87.103.15,2,0.1818,0.8978,1.0,1.0,0.8333,0.9227
185.108.38.96,185.51.65.126,2,0.1667,0.9048,1.0,1.0,1.0,0.9226
185.167.5.217,185.171.16.121,2,0.2,0.9335,1.0,1.0,0.5714,0.9224
185.147.60.161,185.223.169.132,2,0.1667,0.9025,1.0,1.0,1.0,0.9222
185.46.190.237,185.99.177.93,2,0.1667,0.9776,1.0,1.0,0.9,0.9222
185.190.179.136,185.70.87.52,2,0.1667,0.9023,1.0,1.0,1.0,0.9221
185.174.131.242,185.59.129.57,2,0.1818,0.8249,1.0,1.0,0.925,0.9219
185.152.73.96,185.53.252.21,2,0.1667,0.9835,1.0,1.0,0.8889,0.9217
103.152.167.19,103.26.206.52,3,0.1765,0.8975,1.0,1.0,0.8889,0.9217
185.117.155.174,185.147.72.196,2,0.1667,0.8999,1.0,1.0,1.0,0.9216
103.103.45.166,103.94.115.139,3,0.1579,0.9882,1.0,1.0,0.9833,0.9215
103.138.217.155,103.88.116.121,3,0.1579,0.9759,1.0,1.0,1.0,0.9215
103.112.146.235,103.166.139.148,3,0.1667,0.9661,1.0,1.0,0.9091,0.9213
185.185.63.8,185.86.42.149,3,0.1765,0.8866,1.0,1.0,0.9,0.9211
185.112.25.137,185.133.190.107,2,0.1667,0.8973,1.0,1.0,1.0,0.9211
103.21.152.45,103.47.56.238,2,0.1818,0.8898,1.0,1.0,0.8333,0.9211
103.168.11.94,103.59.29.204,3,0.1667,0.9909,1.0,1.0,0.875,0.9211
185.59.2.249,185.93.107.46,2,0.1667,0.8974,1.0,1.0,1.0,0.9211
185.168.91.211,185.213.138.2,2,0.1667,0.8965,1.0,1.0,1.0,0.921
185.234.182.178,185.30.82.148,2,0.1667,0.9713,1.0,1.0,0.9,0.9209
185.150.72.38,185.47.47.214,2,0.1667,0.9793,1.0,1.0,0.8889,0.9209
185.212.43.140,185.67.113.173,2,0.1667,0.8959,1.0,1.0,1.0,0.9208
103.100.238.34,103.113.18.154,3,0.1667,0.8956,1.0,1.0,1.0,0.9208
103.208.11.156,103.46.197.224,3,0.1765,0.8713,1.0,1.0,0.9167,0.9206
103.209.72.120,103.95.62.139,2,0.1667,0.8945,1.0,1.0,1.0,0.9206
103.115.247.106,103.124.51.53,2,0.1818,0.8678,1.0,1.0,0.8571,0.9203
185.232.244.135,185.69.150.135,2,0.1667,0.8923,1.0,1.0,1.0,0.9201
103.16.250.117,103.91.198.113,2,0.1667,0.8924,1.0,1.0,1.0,0.9201
185.161.180.194,185.214.253.81,2,0.1667,0.8909,1.0,1.0,1.0,0.9198
103.202.237.137,103.82.65.50,3,0.1579,0.9798,1.0,1.0,0.9833,0.9198
185.114.99.96,185.74.236.130,2,0.1667,0.9639,1.0,1.0,0.9,0.9194
103.139.87.169,103.50.137.154,3,0.1579,0.9652,1.0,1.0,1.0,0.9194
103.158.11.35,103.213.54.202,4,0.1739,0.998,1.0,1.0,0.7692,0.9193
103.199.138.55,103.202.67.141,2,0.1667,0.8867,1.0,1.0,1.0,0.919
185.213.252.147,185.26.103.159,2,0.1538,0.9987,1.0,1.0,1.0,0.919
185.216.72.51,185.77.7.203,2,0.1818,0.8091,1.0,1.0,0.925,0.9188
185.164.187.233,185.171.194.97,2,0.1818,0.8467,1.0,1.0,0.875,0.9188
103.132.119.217,103.158.224.246,3,0.1765,0.815,1.0,1.0,0.9798,0.9188
103.101.29.221,103.111.227.78,2,0.1538,0.9974,1.0,1.0,1.0,0.9187
103.213.164.244,103.86.146.204,2,0.1667,0.9778,1.0,1.0,0.875,0.9185
103.23.43.119,103.37.147.187,2,0.1538,0.9959,1.0,1.0,1.0,0.9184
103.199.14.63,103.70.185.114,3,0.1667,0.9414,1.0,1.0,0.9231,0.9184
103.199.14.63,103.70.111.180,2,0.1538,0.9946,1.0,1.0,1.0,0.9182
103.181.5.97,103.82.153.5,3,0.1579,0.9596,1.0,1.0,1.0,0.9182
103.109.69.39,103.35.232.81,2,0.1818,0.9642,1.0,1.0,0.7143,0.9182
103.174.207.107,103.93.129.179,2,0.1667,0.882,1.0,1.0,1.0,0.9181
185.151.101.50,185.54.92.42,2,0.1538,0.9942,1.0,1.0,1.0,0.9181
185.150.72.38,185.190.179.136,2,0.1538,0.9945,1.0,1.0,1.0,0.9181
185.39.28.43,185.61.207.187,2,0.1538,0.9939,1.0,1.0,1.0,0.918
185.217.217.13,185.86.42.149,2,0.1667,0.9561,1.0,1.0,0.9,0.9179
185.128.177.196,185.239.18.230,2,0.1667,0.9751,1.0,1.0,0.875,0.9179
103.225.107.40,103.93.129.179,2,0.1538,0.993,1.0,1.0,1.0,0.9178
103.157.249.142,103.19.118.100,2,0.1667,0.9737,1.0,1.0,0.875,0.9177
103.131.29.90,103.183.103.84,2,0.1538,0.9916,1.0,1.0,1.0,0.9176
103.106.197.141,103.211.253.181,2,0.1538,0.992,1.0,1.0,1.0,0.9176
185.228.31.57,185.54.92.42,2,0.1667,0.8799,1.0,1.0,1.0,0.9176
185.151.101.50,185.56.54.78,2,0.1538,0.9915,1.0,1.0,1.0,0.9175
103.165.226.127,103.19.153.47,2,0.1538,0.9909,1.0,1.0,1.0,0.9174
103.123.46.79,103.232.198.59,2,0.1538,0.9906,1.0,1.0,1.0,0.9174
185.108.38.96,185.209.140.250,2,0.1667,0.8785,1.0,1.0,1.0,0.9174
103.186.92.125,103.245.167.220,2,0.1667,0.9854,1.0,1.0,0.8571,0.9173
185.147.60.161,185.20.40.68,2,0.1667,0.8781,1.0,1.0,1.0,0.9173
103.153.46.248,103.69.251.98,3,0.1579,0.9542,1.0,1.0,1.0,0.9172
185.151.101.50,185.235.141.114,2,0.1538,0.9895,1.0,1.0,1.0,0.9171
185.42.56.187,185.44.201.32,2,0.1538,0.989,1.0,1.0,1.0,0.917
103.47.15.168,103.48.190.149,2,0.1667,0.9832,1.0,1.0,0.8571,0.9169
185.126.249.175,185.237.115.174,2,0.1667,0.8761,1.0,1.0,1.0,0.9169
103.200.15.214,103.248.109.160,2,0.1538,0.9877,1.0,1.0,1.0,0.9168
103.156.63.44,103.207.50.134,3,0.1579,0.9525,1.0,1.0,1.0,0.9168
